AreaCode,AreaName,Livestock_Type_Code,Livestock_Type,ParamName,ParamValue,Units
201,Somalia,946,Buffalo,TAM,380,kg/animal
201,Somalia,1049,"Swine, market",TAM,28,kg/animal
201,Somalia,1051,"Swine, breeding",TAM,28,kg/animal
201,Somalia,1052,"Chicken, layers",TAM,1.8,kg/animal
201,Somalia,1053,"Chicken, broilers",TAM,0.9,kg/animal
201,Somalia,1068,Ducks,TAM,2.7,kg/animal
201,Somalia,1079,Turkeys,TAM,6.8,kg/animal
201,Somalia,976,Sheep,TAM,28,kg/animal
201,Somalia,1016,Goats,TAM,30,kg/animal
201,Somalia,1096,Horses,TAM,238,kg/animal
201,Somalia,1107,Asses,TAM,130,kg/animal
201,Somalia,1110,Mules,TAM,130,kg/animal
201,Somalia,1126,Camels,TAM,217,kg/animal
201,Somalia,1177,Llamas,TAM,120,kg/animal
202,South Africa,960,"Cattle, dairy",TAM,275,kg/animal
202,South Africa,961,"Cattle, non-dairy",TAM,173,kg/animal
202,South Africa,946,Buffalo,TAM,380,kg/animal
202,South Africa,1049,"Swine, market",TAM,28,kg/animal
202,South Africa,1051,"Swine, breeding",TAM,28,kg/animal
202,South Africa,1052,"Chicken, layers",TAM,1.8,kg/animal
202,South Africa,1053,"Chicken, broilers",TAM,0.9,kg/animal
202,South Africa,1068,Ducks,TAM,2.7,kg/animal
202,South Africa,1079,Turkeys,TAM,6.8,kg/animal
202,South Africa,976,Sheep,TAM,28,kg/animal
202,South Africa,1016,Goats,TAM,30,kg/animal
202,South Africa,1096,Horses,TAM,238,kg/animal
202,South Africa,1107,Asses,TAM,130,kg/animal
202,South Africa,1110,Mules,TAM,130,kg/animal
202,South Africa,1126,Camels,TAM,217,kg/animal
202,South Africa,1177,Llamas,TAM,120,kg/animal
203,Spain,960,"Cattle, dairy",TAM,600,kg/animal
203,Spain,961,"Cattle, non-dairy",TAM,420,kg/animal
203,Spain,946,Buffalo,TAM,380,kg/animal
203,Spain,1049,"Swine, market",TAM,50,kg/animal
203,Spain,1051,"Swine, breeding",TAM,198,kg/animal
203,Spain,1052,"Chicken, layers",TAM,1.8,kg/animal
203,Spain,1053,"Chicken, broilers",TAM,0.9,kg/animal
203,Spain,1068,Ducks,TAM,2.7,kg/animal
203,Spain,1079,Turkeys,TAM,6.8,kg/animal
203,Spain,976,Sheep,TAM,48.5,kg/animal
203,Spain,1016,Goats,TAM,38.5,kg/animal
203,Spain,1096,Horses,TAM,377,kg/animal
203,Spain,1107,Asses,TAM,130,kg/animal
203,Spain,1110,Mules,TAM,130,kg/animal
203,Spain,1126,Camels,TAM,217,kg/animal
203,Spain,1177,Llamas,TAM,120,kg/animal
205,Western Sahara,960,"Cattle, dairy",TAM,275,kg/animal
205,Western Sahara,961,"Cattle, non-dairy",TAM,173,kg/animal
205,Western Sahara,946,Buffalo,TAM,380,kg/animal
205,Western Sahara,1049,"Swine, market",TAM,28,kg/animal
205,Western Sahara,1051,"Swine, breeding",TAM,28,kg/animal
205,Western Sahara,1052,"Chicken, layers",TAM,1.8,kg/animal
205,Western Sahara,1053,"Chicken, broilers",TAM,0.9,kg/animal
205,Western Sahara,1068,Ducks,TAM,2.7,kg/animal
205,Western Sahara,1079,Turkeys,TAM,6.8,kg/animal
205,Western Sahara,976,Sheep,TAM,28,kg/animal
205,Western Sahara,1016,Goats,TAM,30,kg/animal
205,Western Sahara,1096,Horses,TAM,238,kg/animal
205,Western Sahara,1107,Asses,TAM,130,kg/animal
205,Western Sahara,1110,Mules,TAM,130,kg/animal
205,Western Sahara,1126,Camels,TAM,217,kg/animal
205,Western Sahara,1177,Llamas,TAM,120,kg/animal
206,Sudan (former),960,"Cattle, dairy",TAM,275,kg/animal
206,Sudan (former),961,"Cattle, non-dairy",TAM,173,kg/animal
206,Sudan (former),946,Buffalo,TAM,380,kg/animal
206,Sudan (former),1049,"Swine, market",TAM,28,kg/animal
206,Sudan (former),1051,"Swine, breeding",TAM,28,kg/animal
206,Sudan (former),1052,"Chicken, layers",TAM,1.8,kg/animal
206,Sudan (former),1053,"Chicken, broilers",TAM,0.9,kg/animal
206,Sudan (former),1068,Ducks,TAM,2.7,kg/animal
206,Sudan (former),1079,Turkeys,TAM,6.8,kg/animal
206,Sudan (former),976,Sheep,TAM,28,kg/animal
206,Sudan (former),1016,Goats,TAM,30,kg/animal
206,Sudan (former),1096,Horses,TAM,238,kg/animal
206,Sudan (former),1107,Asses,TAM,130,kg/animal
206,Sudan (former),1110,Mules,TAM,130,kg/animal
206,Sudan (former),1126,Camels,TAM,217,kg/animal
206,Sudan (former),1177,Llamas,TAM,120,kg/animal
207,Suriname,960,"Cattle, dairy",TAM,400,kg/animal
207,Suriname,961,"Cattle, non-dairy",TAM,305,kg/animal
207,Suriname,946,Buffalo,TAM,380,kg/animal
207,Suriname,1049,"Swine, market",TAM,28,kg/animal
207,Suriname,1051,"Swine, breeding",TAM,28,kg/animal
207,Suriname,1052,"Chicken, layers",TAM,1.8,kg/animal
207,Suriname,1053,"Chicken, broilers",TAM,0.9,kg/animal
207,Suriname,1068,Ducks,TAM,2.7,kg/animal
207,Suriname,1079,Turkeys,TAM,6.8,kg/animal
207,Suriname,976,Sheep,TAM,28,kg/animal
207,Suriname,1016,Goats,TAM,30,kg/animal
207,Suriname,1096,Horses,TAM,238,kg/animal
207,Suriname,1107,Asses,TAM,130,kg/animal
207,Suriname,1110,Mules,TAM,130,kg/animal
207,Suriname,1126,Camels,TAM,217,kg/animal
207,Suriname,1177,Llamas,TAM,120,kg/animal
208,Tajikistan,960,"Cattle, dairy",TAM,350,kg/animal
208,Tajikistan,961,"Cattle, non-dairy",TAM,319,kg/animal
208,Tajikistan,946,Buffalo,TAM,380,kg/animal
208,Tajikistan,1049,"Swine, market",TAM,28,kg/animal
208,Tajikistan,1051,"Swine, breeding",TAM,28,kg/animal
208,Tajikistan,1052,"Chicken, layers",TAM,1.8,kg/animal
208,Tajikistan,1053,"Chicken, broilers",TAM,0.9,kg/animal
208,Tajikistan,1068,Ducks,TAM,2.7,kg/animal
208,Tajikistan,1079,Turkeys,TAM,6.8,kg/animal
208,Tajikistan,976,Sheep,TAM,28,kg/animal
208,Tajikistan,1016,Goats,TAM,30,kg/animal
208,Tajikistan,1096,Horses,TAM,238,kg/animal
208,Tajikistan,1107,Asses,TAM,130,kg/animal
208,Tajikistan,1110,Mules,TAM,130,kg/animal
208,Tajikistan,1126,Camels,TAM,217,kg/animal
208,Tajikistan,1177,Llamas,TAM,120,kg/animal
209,Swaziland,960,"Cattle, dairy",TAM,275,kg/animal
209,Swaziland,961,"Cattle, non-dairy",TAM,173,kg/animal
209,Swaziland,946,Buffalo,TAM,380,kg/animal
209,Swaziland,1049,"Swine, market",TAM,28,kg/animal
209,Swaziland,1051,"Swine, breeding",TAM,28,kg/animal
209,Swaziland,1052,"Chicken, layers",TAM,1.8,kg/animal
209,Swaziland,1053,"Chicken, broilers",TAM,0.9,kg/animal
209,Swaziland,1068,Ducks,TAM,2.7,kg/animal
209,Swaziland,1079,Turkeys,TAM,6.8,kg/animal
209,Swaziland,976,Sheep,TAM,28,kg/animal
209,Swaziland,1016,Goats,TAM,30,kg/animal
209,Swaziland,1096,Horses,TAM,238,kg/animal
209,Swaziland,1107,Asses,TAM,130,kg/animal
209,Swaziland,1110,Mules,TAM,130,kg/animal
209,Swaziland,1126,Camels,TAM,217,kg/animal
209,Swaziland,1177,Llamas,TAM,120,kg/animal
210,Sweden,960,"Cattle, dairy",TAM,600,kg/animal
210,Sweden,961,"Cattle, non-dairy",TAM,420,kg/animal
210,Sweden,946,Buffalo,TAM,380,kg/animal
210,Sweden,1049,"Swine, market",TAM,50,kg/animal
210,Sweden,1051,"Swine, breeding",TAM,198,kg/animal
210,Sweden,1052,"Chicken, layers",TAM,1.8,kg/animal
210,Sweden,1053,"Chicken, broilers",TAM,0.9,kg/animal
210,Sweden,1068,Ducks,TAM,2.7,kg/animal
210,Sweden,1079,Turkeys,TAM,6.8,kg/animal
210,Sweden,976,Sheep,TAM,48.5,kg/animal
210,Sweden,1016,Goats,TAM,38.5,kg/animal
210,Sweden,1096,Horses,TAM,377,kg/animal
210,Sweden,1107,Asses,TAM,130,kg/animal
210,Sweden,1110,Mules,TAM,130,kg/animal
210,Sweden,1126,Camels,TAM,217,kg/animal
210,Sweden,1177,Llamas,TAM,120,kg/animal
211,Switzerland,960,"Cattle, dairy",TAM,600,kg/animal
211,Switzerland,961,"Cattle, non-dairy",TAM,420,kg/animal
211,Switzerland,946,Buffalo,TAM,380,kg/animal
211,Switzerland,1049,"Swine, market",TAM,50,kg/animal
211,Switzerland,1051,"Swine, breeding",TAM,198,kg/animal
211,Switzerland,1052,"Chicken, layers",TAM,1.8,kg/animal
211,Switzerland,1053,"Chicken, broilers",TAM,0.9,kg/animal
211,Switzerland,1068,Ducks,TAM,2.7,kg/animal
211,Switzerland,1079,Turkeys,TAM,6.8,kg/animal
211,Switzerland,976,Sheep,TAM,48.5,kg/animal
211,Switzerland,1016,Goats,TAM,38.5,kg/animal
211,Switzerland,1096,Horses,TAM,377,kg/animal
211,Switzerland,1107,Asses,TAM,130,kg/animal
211,Switzerland,1110,Mules,TAM,130,kg/animal
211,Switzerland,1126,Camels,TAM,217,kg/animal
211,Switzerland,1177,Llamas,TAM,120,kg/animal
212,Syrian Arab Republic,960,"Cattle, dairy",TAM,275,kg/animal
212,Syrian Arab Republic,961,"Cattle, non-dairy",TAM,173,kg/animal
212,Syrian Arab Republic,946,Buffalo,TAM,380,kg/animal
212,Syrian Arab Republic,1049,"Swine, market",TAM,28,kg/animal
212,Syrian Arab Republic,1051,"Swine, breeding",TAM,28,kg/animal
212,Syrian Arab Republic,1052,"Chicken, layers",TAM,1.8,kg/animal
212,Syrian Arab Republic,1053,"Chicken, broilers",TAM,0.9,kg/animal
212,Syrian Arab Republic,1068,Ducks,TAM,2.7,kg/animal
212,Syrian Arab Republic,1079,Turkeys,TAM,6.8,kg/animal
212,Syrian Arab Republic,976,Sheep,TAM,28,kg/animal
212,Syrian Arab Republic,1016,Goats,TAM,30,kg/animal
212,Syrian Arab Republic,1096,Horses,TAM,238,kg/animal
212,Syrian Arab Republic,1107,Asses,TAM,130,kg/animal
212,Syrian Arab Republic,1110,Mules,TAM,130,kg/animal
212,Syrian Arab Republic,1126,Camels,TAM,217,kg/animal
212,Syrian Arab Republic,1177,Llamas,TAM,120,kg/animal
213,Turkmenistan,960,"Cattle, dairy",TAM,350,kg/animal
213,Turkmenistan,961,"Cattle, non-dairy",TAM,319,kg/animal
213,Turkmenistan,946,Buffalo,TAM,380,kg/animal
213,Turkmenistan,1049,"Swine, market",TAM,28,kg/animal
213,Turkmenistan,1051,"Swine, breeding",TAM,28,kg/animal
213,Turkmenistan,1052,"Chicken, layers",TAM,1.8,kg/animal
213,Turkmenistan,1053,"Chicken, broilers",TAM,0.9,kg/animal
213,Turkmenistan,1068,Ducks,TAM,2.7,kg/animal
213,Turkmenistan,1079,Turkeys,TAM,6.8,kg/animal
213,Turkmenistan,976,Sheep,TAM,28,kg/animal
213,Turkmenistan,1016,Goats,TAM,30,kg/animal
213,Turkmenistan,1096,Horses,TAM,238,kg/animal
213,Turkmenistan,1107,Asses,TAM,130,kg/animal
213,Turkmenistan,1110,Mules,TAM,130,kg/animal
213,Turkmenistan,1126,Camels,TAM,217,kg/animal
213,Turkmenistan,1177,Llamas,TAM,120,kg/animal
214,"China, Taiwan Province of",960,"Cattle, dairy",TAM,350,kg/animal
214,"China, Taiwan Province of",961,"Cattle, non-dairy",TAM,319,kg/animal
214,"China, Taiwan Province of",946,Buffalo,TAM,380,kg/animal
214,"China, Taiwan Province of",1049,"Swine, market",TAM,28,kg/animal
214,"China, Taiwan Province of",1051,"Swine, breeding",TAM,28,kg/animal
214,"China, Taiwan Province of",1052,"Chicken, layers",TAM,1.8,kg/animal
214,"China, Taiwan Province of",1053,"Chicken, broilers",TAM,0.9,kg/animal
214,"China, Taiwan Province of",1068,Ducks,TAM,2.7,kg/animal
214,"China, Taiwan Province of",1079,Turkeys,TAM,6.8,kg/animal
214,"China, Taiwan Province of",976,Sheep,TAM,28,kg/animal
214,"China, Taiwan Province of",1016,Goats,TAM,30,kg/animal
214,"China, Taiwan Province of",1096,Horses,TAM,238,kg/animal
214,"China, Taiwan Province of",1107,Asses,TAM,130,kg/animal
214,"China, Taiwan Province of",1110,Mules,TAM,130,kg/animal
214,"China, Taiwan Province of",1126,Camels,TAM,217,kg/animal
214,"China, Taiwan Province of",1177,Llamas,TAM,120,kg/animal
215,United Republic of Tanzania,960,"Cattle, dairy",TAM,275,kg/animal
215,United Republic of Tanzania,961,"Cattle, non-dairy",TAM,173,kg/animal
215,United Republic of Tanzania,946,Buffalo,TAM,380,kg/animal
215,United Republic of Tanzania,1049,"Swine, market",TAM,28,kg/animal
215,United Republic of Tanzania,1051,"Swine, breeding",TAM,28,kg/animal
215,United Republic of Tanzania,1052,"Chicken, layers",TAM,1.8,kg/animal
215,United Republic of Tanzania,1053,"Chicken, broilers",TAM,0.9,kg/animal
215,United Republic of Tanzania,1068,Ducks,TAM,2.7,kg/animal
215,United Republic of Tanzania,1079,Turkeys,TAM,6.8,kg/animal
215,United Republic of Tanzania,976,Sheep,TAM,28,kg/animal
215,United Republic of Tanzania,1016,Goats,TAM,30,kg/animal
215,United Republic of Tanzania,1096,Horses,TAM,238,kg/animal
215,United Republic of Tanzania,1107,Asses,TAM,130,kg/animal
215,United Republic of Tanzania,1110,Mules,TAM,130,kg/animal
215,United Republic of Tanzania,1126,Camels,TAM,217,kg/animal
215,United Republic of Tanzania,1177,Llamas,TAM,120,kg/animal
216,Thailand,960,"Cattle, dairy",TAM,350,kg/animal
216,Thailand,961,"Cattle, non-dairy",TAM,319,kg/animal
216,Thailand,946,Buffalo,TAM,380,kg/animal
216,Thailand,1049,"Swine, market",TAM,28,kg/animal
216,Thailand,1051,"Swine, breeding",TAM,28,kg/animal
216,Thailand,1052,"Chicken, layers",TAM,1.8,kg/animal
216,Thailand,1053,"Chicken, broilers",TAM,0.9,kg/animal
216,Thailand,1068,Ducks,TAM,2.7,kg/animal
216,Thailand,1079,Turkeys,TAM,6.8,kg/animal
216,Thailand,976,Sheep,TAM,28,kg/animal
216,Thailand,1016,Goats,TAM,30,kg/animal
216,Thailand,1096,Horses,TAM,238,kg/animal
216,Thailand,1107,Asses,TAM,130,kg/animal
216,Thailand,1110,Mules,TAM,130,kg/animal
216,Thailand,1126,Camels,TAM,217,kg/animal
216,Thailand,1177,Llamas,TAM,120,kg/animal
217,Togo,960,"Cattle, dairy",TAM,275,kg/animal
217,Togo,961,"Cattle, non-dairy",TAM,173,kg/animal
217,Togo,946,Buffalo,TAM,380,kg/animal
217,Togo,1049,"Swine, market",TAM,28,kg/animal
217,Togo,1051,"Swine, breeding",TAM,28,kg/animal
217,Togo,1052,"Chicken, layers",TAM,1.8,kg/animal
217,Togo,1053,"Chicken, broilers",TAM,0.9,kg/animal
217,Togo,1068,Ducks,TAM,2.7,kg/animal
217,Togo,1079,Turkeys,TAM,6.8,kg/animal
217,Togo,976,Sheep,TAM,28,kg/animal
217,Togo,1016,Goats,TAM,30,kg/animal
217,Togo,1096,Horses,TAM,238,kg/animal
217,Togo,1107,Asses,TAM,130,kg/animal
217,Togo,1110,Mules,TAM,130,kg/animal
217,Togo,1126,Camels,TAM,217,kg/animal
217,Togo,1177,Llamas,TAM,120,kg/animal
218,Tokelau,960,"Cattle, dairy",TAM,500,kg/animal
218,Tokelau,961,"Cattle, non-dairy",TAM,330,kg/animal
218,Tokelau,946,Buffalo,TAM,380,kg/animal
218,Tokelau,1049,"Swine, market",TAM,45,kg/animal
218,Tokelau,1051,"Swine, breeding",TAM,180,kg/animal
218,Tokelau,1052,"Chicken, layers",TAM,1.8,kg/animal
218,Tokelau,1053,"Chicken, broilers",TAM,0.9,kg/animal
218,Tokelau,1068,Ducks,TAM,2.7,kg/animal
218,Tokelau,1079,Turkeys,TAM,6.8,kg/animal
218,Tokelau,976,Sheep,TAM,28,kg/animal
218,Tokelau,1016,Goats,TAM,30,kg/animal
218,Tokelau,1096,Horses,TAM,238,kg/animal
218,Tokelau,1107,Asses,TAM,130,kg/animal
218,Tokelau,1110,Mules,TAM,130,kg/animal
218,Tokelau,1126,Camels,TAM,217,kg/animal
218,Tokelau,1177,Llamas,TAM,120,kg/animal
219,Tonga,960,"Cattle, dairy",TAM,500,kg/animal
219,Tonga,961,"Cattle, non-dairy",TAM,330,kg/animal
219,Tonga,946,Buffalo,TAM,380,kg/animal
219,Tonga,1049,"Swine, market",TAM,45,kg/animal
219,Tonga,1051,"Swine, breeding",TAM,180,kg/animal
219,Tonga,1052,"Chicken, layers",TAM,1.8,kg/animal
219,Tonga,1053,"Chicken, broilers",TAM,0.9,kg/animal
219,Tonga,1068,Ducks,TAM,2.7,kg/animal
219,Tonga,1079,Turkeys,TAM,6.8,kg/animal
219,Tonga,976,Sheep,TAM,28,kg/animal
219,Tonga,1016,Goats,TAM,30,kg/animal
219,Tonga,1096,Horses,TAM,238,kg/animal
219,Tonga,1107,Asses,TAM,130,kg/animal
219,Tonga,1110,Mules,TAM,130,kg/animal
219,Tonga,1126,Camels,TAM,217,kg/animal
219,Tonga,1177,Llamas,TAM,120,kg/animal
220,Trinidad and Tobago,960,"Cattle, dairy",TAM,400,kg/animal
220,Trinidad and Tobago,961,"Cattle, non-dairy",TAM,305,kg/animal
220,Trinidad and Tobago,946,Buffalo,TAM,380,kg/animal
220,Trinidad and Tobago,1049,"Swine, market",TAM,28,kg/animal
220,Trinidad and Tobago,1051,"Swine, breeding",TAM,28,kg/animal
220,Trinidad and Tobago,1052,"Chicken, layers",TAM,1.8,kg/animal
220,Trinidad and Tobago,1053,"Chicken, broilers",TAM,0.9,kg/animal
220,Trinidad and Tobago,1068,Ducks,TAM,2.7,kg/animal
220,Trinidad and Tobago,1079,Turkeys,TAM,6.8,kg/animal
220,Trinidad and Tobago,976,Sheep,TAM,28,kg/animal
220,Trinidad and Tobago,1016,Goats,TAM,30,kg/animal
220,Trinidad and Tobago,1096,Horses,TAM,238,kg/animal
220,Trinidad and Tobago,1107,Asses,TAM,130,kg/animal
220,Trinidad and Tobago,1110,Mules,TAM,130,kg/animal
220,Trinidad and Tobago,1126,Camels,TAM,217,kg/animal
220,Trinidad and Tobago,1177,Llamas,TAM,120,kg/animal
221,Oman,960,"Cattle, dairy",TAM,275,kg/animal
221,Oman,961,"Cattle, non-dairy",TAM,173,kg/animal
221,Oman,946,Buffalo,TAM,380,kg/animal
221,Oman,1049,"Swine, market",TAM,28,kg/animal
221,Oman,1051,"Swine, breeding",TAM,28,kg/animal
221,Oman,1052,"Chicken, layers",TAM,1.8,kg/animal
221,Oman,1053,"Chicken, broilers",TAM,0.9,kg/animal
221,Oman,1068,Ducks,TAM,2.7,kg/animal
221,Oman,1079,Turkeys,TAM,6.8,kg/animal
221,Oman,976,Sheep,TAM,28,kg/animal
221,Oman,1016,Goats,TAM,30,kg/animal
221,Oman,1096,Horses,TAM,238,kg/animal
221,Oman,1107,Asses,TAM,130,kg/animal
221,Oman,1110,Mules,TAM,130,kg/animal
221,Oman,1126,Camels,TAM,217,kg/animal
221,Oman,1177,Llamas,TAM,120,kg/animal
222,Tunisia,960,"Cattle, dairy",TAM,275,kg/animal
222,Tunisia,961,"Cattle, non-dairy",TAM,173,kg/animal
222,Tunisia,946,Buffalo,TAM,380,kg/animal
222,Tunisia,1049,"Swine, market",TAM,28,kg/animal
222,Tunisia,1051,"Swine, breeding",TAM,28,kg/animal
222,Tunisia,1052,"Chicken, layers",TAM,1.8,kg/animal
222,Tunisia,1053,"Chicken, broilers",TAM,0.9,kg/animal
222,Tunisia,1068,Ducks,TAM,2.7,kg/animal
222,Tunisia,1079,Turkeys,TAM,6.8,kg/animal
222,Tunisia,976,Sheep,TAM,28,kg/animal
222,Tunisia,1016,Goats,TAM,30,kg/animal
222,Tunisia,1096,Horses,TAM,238,kg/animal
222,Tunisia,1107,Asses,TAM,130,kg/animal
222,Tunisia,1110,Mules,TAM,130,kg/animal
222,Tunisia,1126,Camels,TAM,217,kg/animal
222,Tunisia,1177,Llamas,TAM,120,kg/animal
223,Turkey,960,"Cattle, dairy",TAM,275,kg/animal
223,Turkey,961,"Cattle, non-dairy",TAM,173,kg/animal
223,Turkey,946,Buffalo,TAM,380,kg/animal
223,Turkey,1049,"Swine, market",TAM,28,kg/animal
223,Turkey,1051,"Swine, breeding",TAM,28,kg/animal
223,Turkey,1052,"Chicken, layers",TAM,1.8,kg/animal
223,Turkey,1053,"Chicken, broilers",TAM,0.9,kg/animal
223,Turkey,1068,Ducks,TAM,2.7,kg/animal
223,Turkey,1079,Turkeys,TAM,6.8,kg/animal
223,Turkey,976,Sheep,TAM,28,kg/animal
223,Turkey,1016,Goats,TAM,30,kg/animal
223,Turkey,1096,Horses,TAM,238,kg/animal
223,Turkey,1107,Asses,TAM,130,kg/animal
223,Turkey,1110,Mules,TAM,130,kg/animal
223,Turkey,1126,Camels,TAM,217,kg/animal
223,Turkey,1177,Llamas,TAM,120,kg/animal
224,Turks and Caicos Islands,960,"Cattle, dairy",TAM,400,kg/animal
224,Turks and Caicos Islands,961,"Cattle, non-dairy",TAM,305,kg/animal
224,Turks and Caicos Islands,946,Buffalo,TAM,380,kg/animal
224,Turks and Caicos Islands,1049,"Swine, market",TAM,28,kg/animal
224,Turks and Caicos Islands,1051,"Swine, breeding",TAM,28,kg/animal
224,Turks and Caicos Islands,1052,"Chicken, layers",TAM,1.8,kg/animal
224,Turks and Caicos Islands,1053,"Chicken, broilers",TAM,0.9,kg/animal
224,Turks and Caicos Islands,1068,Ducks,TAM,2.7,kg/animal
224,Turks and Caicos Islands,1079,Turkeys,TAM,6.8,kg/animal
224,Turks and Caicos Islands,976,Sheep,TAM,28,kg/animal
224,Turks and Caicos Islands,1016,Goats,TAM,30,kg/animal
224,Turks and Caicos Islands,1096,Horses,TAM,238,kg/animal
224,Turks and Caicos Islands,1107,Asses,TAM,130,kg/animal
224,Turks and Caicos Islands,1110,Mules,TAM,130,kg/animal
224,Turks and Caicos Islands,1126,Camels,TAM,217,kg/animal
224,Turks and Caicos Islands,1177,Llamas,TAM,120,kg/animal
225,United Arab Emirates,960,"Cattle, dairy",TAM,275,kg/animal
225,United Arab Emirates,961,"Cattle, non-dairy",TAM,173,kg/animal
225,United Arab Emirates,946,Buffalo,TAM,380,kg/animal
225,United Arab Emirates,1049,"Swine, market",TAM,28,kg/animal
225,United Arab Emirates,1051,"Swine, breeding",TAM,28,kg/animal
225,United Arab Emirates,1052,"Chicken, layers",TAM,1.8,kg/animal
225,United Arab Emirates,1053,"Chicken, broilers",TAM,0.9,kg/animal
225,United Arab Emirates,1068,Ducks,TAM,2.7,kg/animal
225,United Arab Emirates,1079,Turkeys,TAM,6.8,kg/animal
225,United Arab Emirates,976,Sheep,TAM,28,kg/animal
225,United Arab Emirates,1016,Goats,TAM,30,kg/animal
225,United Arab Emirates,1096,Horses,TAM,238,kg/animal
225,United Arab Emirates,1107,Asses,TAM,130,kg/animal
225,United Arab Emirates,1110,Mules,TAM,130,kg/animal
225,United Arab Emirates,1126,Camels,TAM,217,kg/animal
225,United Arab Emirates,1177,Llamas,TAM,120,kg/animal
226,Uganda,960,"Cattle, dairy",TAM,275,kg/animal
226,Uganda,961,"Cattle, non-dairy",TAM,173,kg/animal
226,Uganda,946,Buffalo,TAM,380,kg/animal
226,Uganda,1049,"Swine, market",TAM,28,kg/animal
226,Uganda,1051,"Swine, breeding",TAM,28,kg/animal
226,Uganda,1052,"Chicken, layers",TAM,1.8,kg/animal
226,Uganda,1053,"Chicken, broilers",TAM,0.9,kg/animal
226,Uganda,1068,Ducks,TAM,2.7,kg/animal
226,Uganda,1079,Turkeys,TAM,6.8,kg/animal
226,Uganda,976,Sheep,TAM,28,kg/animal
226,Uganda,1016,Goats,TAM,30,kg/animal
226,Uganda,1096,Horses,TAM,238,kg/animal
226,Uganda,1107,Asses,TAM,130,kg/animal
226,Uganda,1110,Mules,TAM,130,kg/animal
226,Uganda,1126,Camels,TAM,217,kg/animal
226,Uganda,1177,Llamas,TAM,120,kg/animal
227,Tuvalu,960,"Cattle, dairy",TAM,500,kg/animal
227,Tuvalu,961,"Cattle, non-dairy",TAM,330,kg/animal
227,Tuvalu,946,Buffalo,TAM,380,kg/animal
227,Tuvalu,1049,"Swine, market",TAM,45,kg/animal
227,Tuvalu,1051,"Swine, breeding",TAM,180,kg/animal
227,Tuvalu,1052,"Chicken, layers",TAM,1.8,kg/animal
227,Tuvalu,1053,"Chicken, broilers",TAM,0.9,kg/animal
227,Tuvalu,1068,Ducks,TAM,2.7,kg/animal
227,Tuvalu,1079,Turkeys,TAM,6.8,kg/animal
227,Tuvalu,976,Sheep,TAM,28,kg/animal
227,Tuvalu,1016,Goats,TAM,30,kg/animal
227,Tuvalu,1096,Horses,TAM,238,kg/animal
227,Tuvalu,1107,Asses,TAM,130,kg/animal
227,Tuvalu,1110,Mules,TAM,130,kg/animal
227,Tuvalu,1126,Camels,TAM,217,kg/animal
227,Tuvalu,1177,Llamas,TAM,120,kg/animal
228,USSR,960,"Cattle, dairy",TAM,550,kg/animal
228,USSR,961,"Cattle, non-dairy",TAM,391,kg/animal
228,USSR,946,Buffalo,TAM,380,kg/animal
228,USSR,1049,"Swine, market",TAM,50,kg/animal
228,USSR,1051,"Swine, breeding",TAM,180,kg/animal
228,USSR,1052,"Chicken, layers",TAM,1.8,kg/animal
228,USSR,1053,"Chicken, broilers",TAM,0.9,kg/animal
228,USSR,1068,Ducks,TAM,2.7,kg/animal
228,USSR,1079,Turkeys,TAM,6.8,kg/animal
228,USSR,976,Sheep,TAM,48.5,kg/animal
228,USSR,1016,Goats,TAM,38.5,kg/animal
228,USSR,1096,Horses,TAM,377,kg/animal
228,USSR,1107,Asses,TAM,130,kg/animal
228,USSR,1110,Mules,TAM,130,kg/animal
228,USSR,1126,Camels,TAM,217,kg/animal
228,USSR,1177,Llamas,TAM,120,kg/animal
229,United Kingdom,960,"Cattle, dairy",TAM,600,kg/animal
229,United Kingdom,961,"Cattle, non-dairy",TAM,420,kg/animal
229,United Kingdom,946,Buffalo,TAM,380,kg/animal
229,United Kingdom,1049,"Swine, market",TAM,50,kg/animal
229,United Kingdom,1051,"Swine, breeding",TAM,198,kg/animal
229,United Kingdom,1052,"Chicken, layers",TAM,1.8,kg/animal
229,United Kingdom,1053,"Chicken, broilers",TAM,0.9,kg/animal
229,United Kingdom,1068,Ducks,TAM,2.7,kg/animal
229,United Kingdom,1079,Turkeys,TAM,6.8,kg/animal
229,United Kingdom,976,Sheep,TAM,48.5,kg/animal
229,United Kingdom,1016,Goats,TAM,38.5,kg/animal
229,United Kingdom,1096,Horses,TAM,377,kg/animal
229,United Kingdom,1107,Asses,TAM,130,kg/animal
229,United Kingdom,1110,Mules,TAM,130,kg/animal
229,United Kingdom,1126,Camels,TAM,217,kg/animal
229,United Kingdom,1177,Llamas,TAM,120,kg/animal
230,Ukraine,960,"Cattle, dairy",TAM,550,kg/animal
230,Ukraine,961,"Cattle, non-dairy",TAM,391,kg/animal
230,Ukraine,946,Buffalo,TAM,380,kg/animal
230,Ukraine,1049,"Swine, market",TAM,50,kg/animal
230,Ukraine,1051,"Swine, breeding",TAM,180,kg/animal
230,Ukraine,1052,"Chicken, layers",TAM,1.8,kg/animal
230,Ukraine,1053,"Chicken, broilers",TAM,0.9,kg/animal
230,Ukraine,1068,Ducks,TAM,2.7,kg/animal
230,Ukraine,1079,Turkeys,TAM,6.8,kg/animal
230,Ukraine,976,Sheep,TAM,48.5,kg/animal
